region,crop,crop_variety,season,soil_ph,soil_moisture_pct,nitrogen_N_mg_kg,phosphorus_P_mg_kg,potassium_K_mg_kg,rainfall_mm,temperature_c,farm_size_acres,yield_value,yield_unit,yield_category
Western,Maize,Pioneer 30G19,Major,4.67,69.7,132.1,36.9,117.5,1888.0,29.2,7.45,9.97,bags_per_acre,Low
Western,Tomato,Pectomech,Minor,5.84,53.5,105.1,25.2,60.4,2185.8,26.7,3.01,2354.8,kg_per_acre,Low
Volta,Maize,Hybrid OPV,Major,6.71,37.1,44.0,45.4,56.2,1055.0,29.0,0.5,10.6,bags_per_acre,Low
Eastern,Tomato,Local,Major,5.77,37.8,62.0,21.1,148.0,1158.4,28.1,6.46,1745.7,kg_per_acre,Low
Ashanti,Maize,Local,Minor,5.75,48.5,42.5,27.9,73.0,1636.4,26.6,4.32,7.35,bags_per_acre,Low
Northern,Tomato,F1 Hybrid,Major,5.88,41.4,104.2,2.0,220.3,906.1,27.6,2.89,2051.2,kg_per_acre,Low
Volta,Tomato,Local,Major,6.3,53.0,143.1,41.9,91.2,1115.3,27.2,4.25,1914.4,kg_per_acre,Low
Volta,Maize,Hybrid OPV,Major,5.92,19.8,130.9,13.3,103.5,1220.6,29.0,0.54,6.45,bags_per_acre,Low
Western,Maize,Pioneer 30G19,Major,5.58,59.6,110.9,61.7,125.5,1867.4,25.1,1.26,19.93,bags_per_acre,Medium
Ashanti,Tomato,F1 Hybrid,Major,6.16,24.9,5.0,51.9,129.7,1612.1,24.4,1.96,2154.6,kg_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Major,7.4,43.8,54.0,23.5,55.8,1294.6,24.8,3.49,10.81,bags_per_acre,Low
Brong-Ahafo,Maize,Local,Major,5.87,61.2,37.7,38.7,160.9,1168.2,27.8,2.25,8.29,bags_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Minor,5.71,46.2,20.7,2.0,164.4,920.7,27.8,1.01,5.59,bags_per_acre,Low
Eastern,Tomato,F1 Hybrid,Minor,6.1,30.9,5.0,36.6,121.5,1259.2,27.8,3.78,1729.4,kg_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Minor,6.06,39.4,43.3,35.2,23.8,1278.6,30.3,0.5,2540.5,kg_per_acre,Medium
Brong-Ahafo,Maize,Local,Major,5.41,53.5,152.1,40.3,139.1,1236.0,27.8,1.01,9.16,bags_per_acre,Low
Ashanti,Tomato,Pectomech,Minor,5.61,45.4,81.1,12.0,88.4,1431.1,28.3,0.5,2050.2,kg_per_acre,Low
Ashanti,Tomato,Local,Major,6.11,65.6,78.1,61.2,147.6,1434.9,24.6,0.78,2444.5,kg_per_acre,Low
Volta,Tomato,F1 Hybrid,Major,5.51,49.4,136.7,53.2,196.9,1008.4,29.0,3.27,3239.7,kg_per_acre,Medium
Volta,Tomato,Local,Major,6.14,53.7,84.4,38.9,196.0,1231.1,27.8,0.5,2211.6,kg_per_acre,Low
Western,Tomato,Local,Minor,6.48,34.3,106.7,34.7,111.7,1994.8,27.1,5.97,1565.6,kg_per_acre,Low
Volta,Tomato,Pectomech,Minor,6.81,32.8,152.6,53.6,121.4,1230.4,27.0,5.94,2221.0,kg_per_acre,Low
Ashanti,Tomato,Pectomech,Major,6.05,44.4,103.8,33.5,34.6,1461.4,25.0,5.86,2878.2,kg_per_acre,Medium
Brong-Ahafo,Tomato,Pectomech,Minor,5.9,36.6,156.9,44.4,279.4,892.4,27.5,0.5,2530.6,kg_per_acre,Medium
Volta,Tomato,Local,Major,5.86,62.4,39.6,28.3,91.6,1643.4,28.8,0.5,1394.2,kg_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Minor,6.26,34.9,110.9,28.5,112.8,1509.8,25.8,0.69,2690.5,kg_per_acre,Medium
Brong-Ahafo,Maize,Local,Minor,6.93,63.0,98.2,47.0,126.6,1229.6,28.1,1.21,7.94,bags_per_acre,Low
Eastern,Maize,Pioneer 30G19,Minor,5.98,39.1,73.7,47.4,70.2,1238.1,27.3,8.57,13.1,bags_per_acre,Medium
Northern,Maize,Pioneer 30G19,Major,6.0,64.2,42.9,13.1,85.8,1131.6,29.1,1.35,7.14,bags_per_acre,Low
Western,Maize,Local,Minor,4.91,79.1,64.7,33.1,185.6,2500.0,23.9,0.72,5.1,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Major,5.27,73.8,88.2,55.1,150.0,948.4,30.3,4.83,8.75,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Major,6.27,65.3,77.2,70.9,142.7,1489.6,27.5,0.8,20.47,bags_per_acre,Medium
Northern,Maize,Local,Major,6.57,36.4,65.5,46.9,264.7,852.3,30.2,0.89,5.94,bags_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Major,5.93,52.7,67.8,38.0,214.7,1355.0,28.0,6.05,16.86,bags_per_acre,Medium
Brong-Ahafo,Tomato,Pectomech,Major,6.22,64.2,66.2,41.6,80.1,1033.1,26.7,0.66,2696.4,kg_per_acre,Medium
Ashanti,Tomato,F1 Hybrid,Minor,6.28,12.7,40.6,54.2,79.2,1436.5,24.6,3.16,1782.4,kg_per_acre,Low
Volta,Maize,Local,Major,5.39,34.1,95.4,2.0,97.6,1318.1,29.3,4.74,5.22,bags_per_acre,Low
Eastern,Maize,Pioneer 30G19,Major,5.98,49.6,45.1,6.1,32.4,1164.7,23.8,0.75,10.09,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Minor,6.34,79.7,113.4,27.8,162.5,1599.6,27.7,2.99,15.41,bags_per_acre,Medium
Western,Tomato,F1 Hybrid,Major,6.52,26.8,95.0,10.8,171.7,1615.7,22.1,0.78,3018.8,kg_per_acre,Medium
Western,Tomato,F1 Hybrid,Minor,5.9,39.2,84.1,26.9,84.7,2023.2,27.0,0.71,3443.5,kg_per_acre,Medium
Western,Tomato,F1 Hybrid,Minor,4.76,83.5,106.9,37.7,110.2,1350.2,27.5,4.38,1776.0,kg_per_acre,Low
Brong-Ahafo,Tomato,Local,Major,6.65,47.6,57.2,43.8,179.8,1233.7,26.0,5.06,2098.3,kg_per_acre,Low
Volta,Tomato,F1 Hybrid,Major,4.6,58.4,74.3,30.1,25.6,1176.5,25.6,4.55,1134.1,kg_per_acre,Low
Volta,Tomato,Pectomech,Minor,6.18,54.5,81.3,67.4,122.6,1351.0,28.6,5.53,2533.7,kg_per_acre,Medium
Brong-Ahafo,Tomato,F1 Hybrid,Major,6.39,68.3,67.5,32.0,65.8,1393.1,30.1,6.07,3413.9,kg_per_acre,Medium
Ashanti,Tomato,Pectomech,Major,5.83,54.6,51.5,30.9,163.6,1428.3,25.6,1.09,2951.7,kg_per_acre,Medium
Northern,Tomato,Pectomech,Major,6.99,55.6,66.0,46.4,130.8,1144.4,29.4,0.5,2653.8,kg_per_acre,Medium
Northern,Maize,Hybrid OPV,Major,7.07,33.8,117.1,13.4,175.3,902.4,31.5,2.45,8.34,bags_per_acre,Low
Western,Maize,Local,Minor,5.71,56.6,66.0,37.8,134.0,2013.1,27.3,0.5,9.14,bags_per_acre,Low
Volta,Maize,Hybrid OPV,Major,5.76,48.1,72.8,13.5,235.9,1222.3,29.6,6.94,9.74,bags_per_acre,Low
Western,Tomato,F1 Hybrid,Major,5.56,64.4,5.0,14.6,183.9,1745.1,26.1,0.5,2249.2,kg_per_acre,Low
Eastern,Maize,Pioneer 30G19,Major,5.29,68.4,65.7,71.6,112.8,1476.4,23.2,4.17,13.85,bags_per_acre,Medium
Volta,Tomato,Local,Minor,5.35,56.0,97.8,27.9,209.6,1098.5,29.6,0.92,1476.2,kg_per_acre,Low
Volta,Maize,Pioneer 30G19,Major,5.71,52.4,160.2,24.9,65.0,1022.3,28.0,0.85,16.2,bags_per_acre,Medium
Volta,Tomato,Local,Major,6.05,47.7,56.2,42.5,141.6,856.2,24.0,5.69,1757.0,kg_per_acre,Low
Western,Tomato,Local,Minor,6.36,54.8,51.8,47.8,117.0,1186.4,26.4,1.76,1944.1,kg_per_acre,Low
Volta,Tomato,Pectomech,Major,6.18,45.6,77.7,34.8,148.4,998.8,26.9,3.57,2567.3,kg_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Minor,6.17,50.8,137.9,35.3,106.8,1367.2,27.4,2.04,15.21,bags_per_acre,Medium
Northern,Maize,Pioneer 30G19,Minor,6.61,59.7,92.9,43.5,155.3,966.1,29.9,0.5,11.2,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Major,6.31,39.1,47.2,44.6,117.7,1528.5,27.2,8.28,16.53,bags_per_acre,Medium
Northern,Tomato,Pectomech,Major,5.92,57.9,117.0,29.8,138.4,1016.5,30.7,7.96,2434.0,kg_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Major,5.59,45.5,111.3,28.0,38.0,1124.4,25.6,0.75,11.88,bags_per_acre,Low
Eastern,Maize,Local,Minor,6.16,63.8,92.5,57.4,166.2,996.0,24.8,3.68,10.3,bags_per_acre,Low
Northern,Tomato,Pectomech,Minor,6.39,66.9,92.2,19.1,57.5,1021.2,30.4,2.63,1848.1,kg_per_acre,Low
Northern,Maize,Local,Major,6.05,80.4,88.2,20.9,194.3,907.7,29.0,0.59,6.08,bags_per_acre,Low
Brong-Ahafo,Tomato,Local,Minor,5.22,62.2,58.3,48.3,165.4,1294.4,27.0,0.53,1552.8,kg_per_acre,Low
Volta,Maize,Hybrid OPV,Major,6.22,30.1,75.5,37.9,146.5,1260.1,29.5,3.26,9.69,bags_per_acre,Low
Volta,Tomato,Local,Minor,6.14,68.5,161.7,30.2,165.5,1001.2,26.3,0.5,1721.8,kg_per_acre,Low
Brong-Ahafo,Tomato,Pectomech,Major,6.27,23.5,68.8,32.8,183.2,1052.4,25.0,0.76,1942.4,kg_per_acre,Low
Volta,Maize,Pioneer 30G19,Major,5.75,51.1,53.6,19.9,146.9,1225.4,28.3,2.63,16.82,bags_per_acre,Medium
Ashanti,Tomato,F1 Hybrid,Minor,6.63,45.3,62.3,2.0,135.7,1767.6,26.9,1.65,2466.6,kg_per_acre,Low
Volta,Tomato,Pectomech,Major,5.23,52.9,81.3,24.0,91.6,1098.9,27.5,1.14,1769.9,kg_per_acre,Low
Volta,Maize,Local,Major,5.55,73.6,104.3,7.7,58.9,1044.0,28.9,0.5,6.94,bags_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,5.81,41.8,130.0,32.5,63.5,691.4,29.6,1.92,9.78,bags_per_acre,Low
Ashanti,Tomato,Local,Major,6.53,61.1,182.1,5.4,199.3,1606.4,25.0,5.3,2026.5,kg_per_acre,Low
Western,Tomato,F1 Hybrid,Major,6.21,48.1,72.6,34.3,132.2,1996.9,26.7,2.95,4336.5,kg_per_acre,Medium
Brong-Ahafo,Tomato,Local,Major,6.9,56.9,124.9,31.7,277.4,1103.3,29.8,2.09,2171.4,kg_per_acre,Low
Northern,Maize,Local,Minor,8.02,59.3,80.5,38.1,148.4,1105.3,27.7,1.32,5.61,bags_per_acre,Low
Northern,Maize,Local,Minor,6.8,26.4,79.3,2.0,56.5,777.2,31.1,5.18,2.66,bags_per_acre,Low
Eastern,Maize,Local,Major,5.74,45.2,215.3,13.4,127.0,1303.8,26.9,6.06,8.07,bags_per_acre,Low
Eastern,Tomato,Pectomech,Minor,5.07,46.3,52.1,30.3,145.4,1241.6,26.3,2.75,1693.4,kg_per_acre,Low
Northern,Maize,Hybrid OPV,Major,6.72,60.1,115.7,35.1,20.0,983.4,26.5,1.91,7.79,bags_per_acre,Low
Ashanti,Maize,Local,Major,5.68,59.2,75.2,18.3,92.1,1489.1,27.1,1.77,9.73,bags_per_acre,Low
Volta,Maize,Pioneer 30G19,Major,5.77,53.7,19.8,41.3,124.6,1230.4,27.3,1.22,12.62,bags_per_acre,Medium
Western,Maize,Hybrid OPV,Minor,5.95,42.5,107.3,20.7,20.0,1509.3,25.8,0.5,9.8,bags_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Minor,5.99,62.7,62.4,6.8,58.6,966.1,28.7,0.5,9.41,bags_per_acre,Low
Ashanti,Maize,Local,Minor,6.27,63.4,66.9,2.0,100.0,1470.5,24.3,0.5,6.61,bags_per_acre,Low
Northern,Tomato,Pectomech,Minor,6.5,10.0,51.6,63.6,158.6,500.8,27.2,1.39,656.9,kg_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Major,5.59,55.9,121.0,51.8,161.6,1120.4,28.3,0.5,14.84,bags_per_acre,Medium
Western,Tomato,Local,Major,6.86,79.4,38.7,27.5,99.0,1881.5,26.3,0.59,1816.8,kg_per_acre,Low
Volta,Tomato,Pectomech,Major,6.24,46.2,58.6,51.2,144.2,1262.6,27.2,1.21,2636.5,kg_per_acre,Medium
Ashanti,Tomato,F1 Hybrid,Major,5.77,65.4,126.1,68.8,219.3,1565.1,23.9,0.81,5484.1,kg_per_acre,High
Ashanti,Tomato,Pectomech,Major,5.29,53.4,69.1,45.1,123.0,1251.3,25.4,0.81,2908.4,kg_per_acre,Medium
Northern,Tomato,F1 Hybrid,Major,7.34,59.1,145.6,69.2,124.5,1020.0,28.6,1.28,3147.5,kg_per_acre,Medium
Brong-Ahafo,Maize,Hybrid OPV,Minor,6.81,65.6,94.1,29.6,75.3,1163.9,25.2,1.34,11.25,bags_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Minor,5.55,35.0,104.0,18.1,135.6,1313.1,23.8,0.5,2131.8,kg_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Minor,6.07,53.5,107.4,51.9,151.6,1481.6,24.1,4.67,4064.0,kg_per_acre,Medium
Northern,Maize,Hybrid OPV,Minor,6.15,55.8,75.6,10.8,159.3,899.2,29.6,2.92,7.0,bags_per_acre,Low
Eastern,Tomato,F1 Hybrid,Major,5.63,75.0,75.7,22.6,190.5,1302.7,27.0,1.08,3702.6,kg_per_acre,Medium
Eastern,Maize,Hybrid OPV,Major,5.3,78.8,157.8,35.7,92.3,1192.1,27.2,0.67,12.59,bags_per_acre,Medium
Brong-Ahafo,Tomato,F1 Hybrid,Major,5.55,42.8,171.8,15.5,189.6,1195.5,25.5,6.46,4011.2,kg_per_acre,Medium
Brong-Ahafo,Tomato,Pectomech,Minor,5.89,45.8,145.5,20.4,125.3,1334.4,26.0,5.87,2434.2,kg_per_acre,Low
Ashanti,Tomato,Pectomech,Major,6.97,31.0,136.9,27.7,97.0,1200.2,30.1,6.04,2371.3,kg_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Major,6.77,53.3,159.7,76.1,34.7,1439.9,26.6,1.94,3906.4,kg_per_acre,Medium
Northern,Tomato,F1 Hybrid,Major,6.37,63.5,44.5,23.3,119.9,936.2,30.8,0.5,2754.9,kg_per_acre,Medium
Western,Maize,Local,Major,6.21,63.1,54.9,48.2,108.8,1344.3,27.6,1.0,10.49,bags_per_acre,Low
Volta,Maize,Local,Major,5.98,68.0,53.4,55.6,188.1,1148.6,27.6,2.77,8.72,bags_per_acre,Low
Volta,Maize,Local,Minor,5.57,21.1,162.9,17.8,90.3,1275.9,30.6,0.81,4.29,bags_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Major,6.44,51.4,143.9,42.5,48.7,843.3,26.1,1.71,15.42,bags_per_acre,Medium
Eastern,Maize,Pioneer 30G19,Minor,6.95,60.8,51.9,15.7,165.1,1449.5,29.7,0.5,13.8,bags_per_acre,Medium
Volta,Maize,Local,Major,6.51,24.2,94.6,25.4,212.3,1119.2,24.4,8.41,6.69,bags_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Minor,5.87,45.7,37.5,39.8,147.9,1388.7,28.4,0.5,13.03,bags_per_acre,Medium
Ashanti,Maize,Hybrid OPV,Major,6.12,28.7,103.2,51.7,20.3,1467.3,28.3,12.85,8.97,bags_per_acre,Low
Northern,Tomato,Pectomech,Major,6.87,82.0,51.4,16.2,64.2,918.7,29.1,0.5,1500.1,kg_per_acre,Low
Volta,Tomato,Pectomech,Minor,6.08,44.3,91.0,18.0,64.7,906.8,26.2,3.64,1976.5,kg_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Major,5.45,56.5,87.8,44.7,39.3,1401.8,29.6,3.48,3178.1,kg_per_acre,Medium
Eastern,Tomato,Pectomech,Major,6.97,50.7,101.6,43.7,181.2,1314.5,31.1,1.2,3044.1,kg_per_acre,Medium
Volta,Tomato,Pectomech,Minor,6.59,58.1,164.1,74.3,147.3,1094.2,28.0,0.57,2528.1,kg_per_acre,Medium
Eastern,Tomato,F1 Hybrid,Minor,5.3,41.6,88.3,11.9,139.3,1266.9,26.3,0.5,2512.5,kg_per_acre,Medium
Eastern,Tomato,F1 Hybrid,Minor,6.14,65.0,60.6,74.1,202.7,1434.0,26.4,0.54,3680.3,kg_per_acre,Medium
Brong-Ahafo,Maize,Local,Major,6.23,65.4,116.1,22.7,91.7,1063.1,27.3,0.97,8.75,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Minor,7.84,46.7,74.9,38.2,225.2,664.8,29.9,0.5,6.03,bags_per_acre,Low
Volta,Maize,Hybrid OPV,Major,5.63,36.3,83.0,28.0,129.9,959.7,29.3,0.5,11.58,bags_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Major,6.49,59.8,45.9,28.4,87.1,1639.5,24.7,0.5,3862.9,kg_per_acre,Medium
Northern,Tomato,Pectomech,Major,6.07,31.9,95.6,20.8,95.6,921.5,27.2,1.02,1398.1,kg_per_acre,Low
Brong-Ahafo,Tomato,Local,Major,5.79,86.2,162.8,44.4,192.6,843.9,26.0,3.93,1871.3,kg_per_acre,Low
Volta,Tomato,Pectomech,Minor,5.4,47.3,93.7,25.3,120.0,885.0,26.3,0.5,1933.0,kg_per_acre,Low
Western,Maize,Hybrid OPV,Minor,5.0,48.7,219.6,52.9,163.2,1974.9,24.6,3.19,10.66,bags_per_acre,Low
Northern,Tomato,Local,Major,6.2,40.6,21.0,58.5,156.7,1007.7,29.9,0.5,1239.7,kg_per_acre,Low
Eastern,Tomato,F1 Hybrid,Minor,5.71,47.1,101.3,73.4,204.9,1245.6,28.0,0.5,3196.0,kg_per_acre,Medium
Eastern,Maize,Pioneer 30G19,Minor,5.87,57.2,114.6,57.8,110.5,1186.7,28.2,2.17,14.0,bags_per_acre,Medium
Brong-Ahafo,Tomato,F1 Hybrid,Major,7.36,64.6,141.9,33.5,144.6,1240.4,27.1,1.2,4326.5,kg_per_acre,Medium
Northern,Tomato,Pectomech,Major,6.28,47.4,74.1,34.2,144.3,895.9,31.2,0.5,2414.9,kg_per_acre,Low
Western,Tomato,Local,Minor,6.91,25.4,155.1,38.7,218.0,1713.1,25.0,2.51,1435.1,kg_per_acre,Low
Eastern,Tomato,Local,Minor,5.57,45.4,77.5,22.6,91.9,1151.9,29.0,3.49,1534.4,kg_per_acre,Low
Ashanti,Tomato,Pectomech,Major,5.41,44.5,158.1,33.5,20.0,1135.6,25.9,4.91,2386.5,kg_per_acre,Low
Western,Maize,Local,Major,4.69,30.8,125.8,2.0,119.1,2056.8,26.6,2.95,3.82,bags_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Minor,6.0,36.6,47.0,49.6,214.4,870.3,26.7,0.5,10.79,bags_per_acre,Low
Ashanti,Tomato,Local,Minor,5.52,53.2,100.3,10.2,148.4,1372.1,23.6,0.5,1372.1,kg_per_acre,Low
Volta,Maize,Pioneer 30G19,Minor,6.68,54.1,54.7,26.8,159.7,1054.3,27.1,1.56,11.81,bags_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Major,5.95,43.0,107.3,44.4,91.1,1271.8,26.3,1.03,3860.3,kg_per_acre,Medium
Northern,Maize,Pioneer 30G19,Major,6.29,37.6,60.7,34.8,87.6,976.1,30.5,10.11,12.48,bags_per_acre,Medium
Northern,Tomato,F1 Hybrid,Major,6.77,58.3,127.2,2.0,124.6,741.7,30.8,0.5,2369.9,kg_per_acre,Low
Ashanti,Maize,Hybrid OPV,Major,6.24,40.4,86.4,35.6,91.3,1268.9,26.6,0.5,13.62,bags_per_acre,Medium
Volta,Tomato,Local,Minor,6.87,43.2,104.6,17.5,34.0,1215.1,27.1,1.94,1103.4,kg_per_acre,Low
Western,Tomato,F1 Hybrid,Major,5.32,77.2,72.6,8.7,142.0,1695.4,24.5,0.5,2722.9,kg_per_acre,Medium
Northern,Tomato,F1 Hybrid,Major,6.61,51.0,104.2,30.4,75.1,929.9,30.5,1.36,2895.1,kg_per_acre,Medium
Northern,Maize,Local,Minor,5.02,23.4,74.0,77.4,131.4,737.3,30.7,3.45,3.08,bags_per_acre,Low
Brong-Ahafo,Tomato,F1 Hybrid,Minor,6.21,42.7,75.2,30.4,174.5,1176.3,28.4,5.14,3466.5,kg_per_acre,Medium
Ashanti,Maize,Pioneer 30G19,Minor,5.89,51.3,28.8,45.3,161.5,1388.8,28.2,0.52,13.39,bags_per_acre,Medium
Western,Maize,Hybrid OPV,Minor,5.46,57.0,73.8,2.0,202.6,1837.3,26.5,2.95,8.49,bags_per_acre,Low
Volta,Tomato,Pectomech,Major,6.86,60.6,75.2,14.7,85.3,1086.2,26.5,0.68,2030.8,kg_per_acre,Low
Brong-Ahafo,Tomato,Pectomech,Major,6.87,46.2,123.8,45.7,82.6,1106.1,29.1,0.5,2710.6,kg_per_acre,Medium
Brong-Ahafo,Tomato,Local,Major,6.02,75.3,127.0,58.0,175.1,1351.4,26.2,0.5,2243.9,kg_per_acre,Low
Eastern,Maize,Pioneer 30G19,Major,6.08,42.7,159.7,18.9,71.1,1369.3,24.2,2.05,15.99,bags_per_acre,Medium
Brong-Ahafo,Maize,Local,Major,6.63,36.2,76.4,30.5,155.1,1073.1,28.6,1.02,10.11,bags_per_acre,Low
Western,Tomato,Pectomech,Major,7.02,54.2,110.4,39.0,159.2,1773.7,25.7,1.54,3934.7,kg_per_acre,Medium
Northern,Maize,Local,Minor,6.88,69.5,51.4,31.7,263.4,888.9,31.2,2.04,6.26,bags_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Major,6.35,60.7,58.0,2.0,108.4,1580.3,28.6,4.09,2886.4,kg_per_acre,Medium
Brong-Ahafo,Tomato,F1 Hybrid,Major,7.38,36.9,133.3,20.6,82.1,1080.8,27.1,0.58,2968.4,kg_per_acre,Medium
Volta,Maize,Pioneer 30G19,Major,5.3,38.3,52.4,24.9,215.9,1075.6,28.2,1.35,12.59,bags_per_acre,Medium
Northern,Tomato,Local,Major,6.47,38.2,27.6,72.1,192.2,705.0,29.7,0.5,1188.9,kg_per_acre,Low
Northern,Tomato,Local,Major,7.19,56.4,59.6,35.2,106.5,787.5,29.4,0.5,1426.5,kg_per_acre,Low
Volta,Maize,Pioneer 30G19,Minor,6.64,67.6,121.6,43.9,153.7,1120.7,28.6,6.95,15.51,bags_per_acre,Medium
Western,Tomato,F1 Hybrid,Major,5.31,51.5,13.6,48.8,140.7,1757.9,26.9,4.1,3024.6,kg_per_acre,Medium
Ashanti,Maize,Hybrid OPV,Minor,5.22,82.0,85.8,70.6,40.2,1296.9,27.7,0.59,8.83,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Major,6.02,41.2,125.6,37.1,122.5,868.4,28.9,1.23,9.12,bags_per_acre,Low
Western,Tomato,Pectomech,Minor,4.78,41.0,82.2,48.3,140.4,2153.8,24.2,7.11,1546.3,kg_per_acre,Low
Western,Tomato,F1 Hybrid,Major,5.57,63.1,83.1,43.3,95.6,1850.6,27.0,1.88,4000.0,kg_per_acre,Medium
Volta,Maize,Hybrid OPV,Minor,5.83,88.4,39.0,19.1,99.4,1029.9,29.3,2.57,6.41,bags_per_acre,Low
Western,Maize,Local,Minor,5.82,61.0,111.2,32.7,54.4,2012.8,27.9,1.59,7.9,bags_per_acre,Low
Western,Maize,Local,Minor,6.68,42.7,16.4,61.6,102.3,1666.3,23.2,1.81,8.18,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Major,5.94,34.4,89.5,42.8,144.0,1588.3,24.3,0.57,15.73,bags_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Minor,6.64,38.4,65.5,6.0,48.6,1052.9,27.2,1.19,9.1,bags_per_acre,Low
Northern,Tomato,Pectomech,Major,5.73,35.2,57.1,10.0,194.3,906.8,30.6,5.38,1550.2,kg_per_acre,Low
Western,Tomato,F1 Hybrid,Major,5.56,50.3,141.4,3.2,74.9,2068.3,28.0,2.3,2633.7,kg_per_acre,Medium
Brong-Ahafo,Tomato,Local,Major,6.77,35.5,80.8,43.5,213.2,1014.6,28.4,0.5,1758.0,kg_per_acre,Low
Volta,Tomato,F1 Hybrid,Minor,5.65,50.7,68.9,44.6,145.4,964.1,26.9,1.1,2941.1,kg_per_acre,Medium
Volta,Tomato,Local,Major,5.79,49.2,52.0,39.5,173.1,1197.6,26.0,3.86,1771.1,kg_per_acre,Low
Volta,Tomato,F1 Hybrid,Minor,6.41,64.8,39.3,71.5,131.2,1080.7,28.4,4.03,3312.3,kg_per_acre,Medium
Northern,Tomato,Pectomech,Major,5.35,44.4,118.5,26.5,29.8,775.8,27.5,0.65,1561.0,kg_per_acre,Low
Western,Maize,Local,Major,6.66,48.6,108.1,54.8,88.5,1600.7,24.7,0.8,11.48,bags_per_acre,Low
Eastern,Tomato,Pectomech,Major,5.77,62.0,112.2,60.1,186.9,1210.1,26.9,1.48,3247.7,kg_per_acre,Medium
Ashanti,Maize,Pioneer 30G19,Minor,5.85,54.3,105.2,71.2,125.5,1250.8,24.6,7.28,17.65,bags_per_acre,Medium
Brong-Ahafo,Tomato,F1 Hybrid,Minor,6.45,54.5,5.0,20.9,146.3,1182.5,28.0,0.5,2303.1,kg_per_acre,Low
Volta,Tomato,Local,Minor,6.6,60.3,128.5,65.8,66.6,1039.2,27.0,6.61,1753.7,kg_per_acre,Low
Western,Maize,Pioneer 30G19,Major,5.07,40.9,79.7,33.9,96.4,1911.3,26.0,3.72,13.32,bags_per_acre,Medium
Brong-Ahafo,Tomato,Local,Minor,6.91,41.5,146.6,17.8,69.1,898.5,28.1,0.5,1463.5,kg_per_acre,Low
Northern,Maize,Hybrid OPV,Minor,6.72,59.8,146.0,22.4,48.1,928.0,27.4,2.14,9.11,bags_per_acre,Low
Eastern,Tomato,Pectomech,Major,6.24,43.7,65.3,2.0,106.4,1004.9,30.0,2.54,1779.2,kg_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Major,6.27,32.9,185.6,71.9,205.0,1549.2,26.5,0.98,18.94,bags_per_acre,Medium
Eastern,Tomato,Pectomech,Minor,5.22,69.4,93.0,2.0,134.7,1033.1,26.0,5.1,1510.8,kg_per_acre,Low
Ashanti,Maize,Local,Major,6.29,56.9,97.8,27.9,148.6,1346.8,26.8,3.1,12.11,bags_per_acre,Medium
Western,Tomato,Local,Minor,6.58,58.3,95.5,39.6,208.5,1904.8,28.1,1.16,2182.2,kg_per_acre,Low
Western,Tomato,Pectomech,Major,5.45,57.0,57.6,14.5,20.0,2068.8,25.2,0.5,1762.5,kg_per_acre,Low
Eastern,Maize,Hybrid OPV,Minor,6.5,71.1,111.7,24.4,121.4,1090.9,27.3,1.58,10.66,bags_per_acre,Low
Eastern,Tomato,Local,Minor,5.86,79.3,139.0,2.0,160.4,1252.1,27.8,1.42,1391.2,kg_per_acre,Low
Ashanti,Tomato,Pectomech,Minor,6.72,44.3,92.2,28.8,193.0,889.2,26.5,3.17,2782.6,kg_per_acre,Medium
Eastern,Tomato,Local,Minor,6.37,47.2,70.1,42.9,218.7,1445.1,27.8,0.65,2317.2,kg_per_acre,Low
Western,Tomato,Pectomech,Minor,6.16,64.8,70.2,40.7,182.9,2056.4,25.7,0.5,2993.2,kg_per_acre,Medium
